_id,system,file,start,end,constraint_text,poorly_written,context,sentence,operands,constraint_type,discourse_pattern,filter
637efb0ca907ec96a46a9b92,log4j-2.13.3,logging.apache.org__log4j__2.x__manual__appenders.html.txt,78829,78900,"When set to true - the default, each write will be followed by a flush.",unclear-reference,"More than one Filter
  may be used by using a CompositeFilter.
  
  
 

  
  
 

  immediateFlush
  boolean
  
  
 

  When set to true - the default, each write will be followed by a flush.
  This will guarantee the data is written
  to disk but cou",null,set to true,concrete-value,null,null
637efb0da907ec96a46aa073,apache-httpcomponents-4.5.9,Hypertext Transfer Protocol -- HTTP_1.0.html.txt,95911,95944,prior request has been authorized,well-written,null,"If a prior request has been authorized,
  the same credentials may be reused for all other requests within that
  protection space for a period of time determined by the authentication scheme,
  parameters, and/or user preference.","prior request, authorized",binary-value,NP_BE_BINARY_VALUE,null
637efb0da907ec96a46aa08f,apache-httpcomponents-4.5.9,Hypertext Transfer Protocol -- HTTP_1.0.html.txt,60781,60813,"Content-
  Length is not specified",well-written,null,"If a request contains an entity body and Content-
  Length is not specified, and the server does not recognize or cannot calculate
  the length from other fields, then the server should send a 400 (bad request)
  response.","Content-length, specified",binary-value,NP_BE_BINARY_VALUE,null
637efb0ca907ec96a46a9b95,log4j-2.13.3,logging.apache.org__log4j__2.x__manual__appenders.html.txt,81220,81336,"The default is true, causing exceptions encountered while appending events to be
  internally logged and then ignored.",span-multiple-sentences,"Policy
  RewritePolicy
  The RewritePolicy that will manipulate the LogEvent.
  
  
 

  ignoreExceptions
  boolean
  The default is true, causing exceptions encountered while appending events to be
  internally logged and then ignored. When set to false exceptions will be propagated to the
  caller, instead. You must set this to false",null,"ignoreException, true",binary-value,null,null
637efb0ca907ec96a46a9b96,log4j-2.13.3,logging.apache.org__log4j__2.x__manual__appenders.html.txt,81337,81407,"When set to false exceptions will be propagated to the
  caller, instead.",unclear-reference,"ue, causing exceptions encountered while appending events to be
  internally logged and then ignored. When set to false exceptions will be propagated to the
  caller, instead. You must set this to false when wrapping this Appender in a
  FailoverAppender.
  
  
 

  RewritePolicy
  
  
 

  Rewr",null,set to false,concrete-value,null,null
637efb0ca907ec96a46a9b97,log4j-2.13.3,logging.apache.org__log4j__2.x__manual__appenders.html.txt,81980,81997,"""Add"" or ""Update""",span-multiple-sentences,"pMessage and will add or update
  elements of the Map.
  
  
 

  
  
 

  Parameter Name
  Type
  Description
  
  
 

  mode
  String
  ""Add"" or ""Update""
  
  
 

  keyValuePair
  KeyValuePair[]
  An array of keys and their values.
  
  
 

  The following configuration shows",null,"mode, {'Add', 'Update'}",categorical-value,null,null
637efb0ca907ec96a46a9b98,log4j-2.13.3,logging.apache.org__log4j__2.x__manual__appenders.html.txt,86646,86719,"When true - the default, records will be appended to the end of the file.",unclear-reference,"lingFileAppender.
  
  
 

  
  
 

  RollingFileAppender Parameters
  
  
 

  Parameter Name
  Type
  Description
  
  
 

  append
  boolean
  When true - the default, records will be appended to the end of the file. When set to false,
  the file will be cleared before new records are written.
  
  
 

  bufferedIO
  boolean
  Whe",null,"default, true",concrete-value,null,null
637efb0ca907ec96a46a9b99,log4j-2.13.3,logging.apache.org__log4j__2.x__manual__appenders.html.txt,86720,86795,"When set to false,
  the file will be cleared before new records are written.",unclear-reference,"scription
  
  
 

  append
  boolean
  When true - the default, records will be appended to the end of the file. When set to false,
  the file will be cleared before new records are written.
  
  
 

  bufferedIO
  boolean
  When true - the default, records will be written to a buffer and the data will",null,set to false,concrete-value,null,null
637efb0ca907ec96a46a9b9a,log4j-2.13.3,logging.apache.org__log4j__2.x__manual__appenders.html.txt,86816,86994,"When true - the default, records will be written to a buffer and the data will be written to
  disk when the buffer is full or, if immediateFlush is set, when the record is written.",span-multiple-sentences,"le. When set to false,
  the file will be cleared before new records are written.
  
  
 

  bufferedIO
  boolean
  When true - the default, records will be written to a buffer and the data will be written to
  disk when the buffer is full or, if immediateFlush is set, when the record is written.
  File locking cannot be used with bufferedIO. Performance tests have shown that using buffered I/O",null,"bufferedIO, true",binary-value,null,null
63bf9fde617d01d0f63fdc6b,apache-httpcomponents-4.5.9,Hypertext Transfer Protocol -- HTTP_1.0.html.txt,60781,60813,"an entity body and Content-
 Length is not specified",well-written,null,"If a request contains an entity body and Content-
 Length is not specified, and the server does not recognize or cannot calculate
 the length from other fields, then the server should send a 400 (bad request)
 response.","an entity body, not specified",binary-value,NP_BE_BINARY_VALUE,null
637efb0ca907ec96a46a9b9c,log4j-2.13.3,logging.apache.org__log4j__2.x__manual__appenders.html.txt,87230,87257,the default is 8192 bytes.,span-multiple-sentences,"even if immediateFlush is enabled.
  
  
 

  bufferSize
  int
  When bufferedIO is true, this is the buffer size, the default is 8192 bytes.
  
  
 

  createOnDemand
  boolean
  The appender creates the file on-demand. The appender only creates the file",null,"bufferSize default, 8192 bytes",concrete-value,null,null
637efb0ca907ec96a46a9b9d,log4j-2.13.3,logging.apache.org__log4j__2.x__manual__appenders.html.txt,87425,87444,Defaults to false.,span-multiple-sentences,"e appender only creates the file when a log event
  passes all filters and is routed to this appender. Defaults to false.
  
  
 

  filter
  Filter
  A Filter to determine if the event should be handled by this Appender. More than one",null,"default, false",binary-value,null,null
637efb0ca907ec96a46a9b9e,log4j-2.13.3,logging.apache.org__log4j__2.x__manual__appenders.html.txt,88176,88247,"When set to true - the default, each write will be followed by a flush.",span-multiple-sentences,"ny of the Lookups (such as the DateLookup) can
  be included in the pattern.
  
  
 

  immediateFlush
  boolean
  
  
 

  When set to true - the default, each write will be followed by a flush.
  This will guarantee the data is written
  to disk but could impact performance.
  
  
 

  Flushing after every",null,"immediateFlush, true",binary-value,null,null
637efb0ca907ec96a46a9b9f,log4j-2.13.3,logging.apache.org__log4j__2.x__manual__appenders.html.txt,89026,89141,"The default is true, causing exceptions encountered while appending events to be
  internally logged and then ignored.",span-multiple-sentences,"e strategy to use to determine the name and location of the archive file.
  
  
 

  ignoreExceptions
  boolean
  The default is true, causing exceptions encountered while appending events to be
  internally logged and then ignored. When set to false exceptions will be propagated to the
  caller, instead. You must set this to false",null,"ignoreException, true",binary-value,null,null
637efb0ca907ec96a46a9ba0,log4j-2.13.3,logging.apache.org__log4j__2.x__manual__appenders.html.txt,89143,89214,"When set to false exceptions will be propagated to the
  caller, instead.",unclear-reference,"ue, causing exceptions encountered while appending events to be
  internally logged and then ignored. When set to false exceptions will be propagated to the
  caller, instead. You must set this to false when wrapping this Appender in a
  FailoverAppender.
  
  
 

  filePermissions
  Stri",null,set to false,concrete-value,null,null
637efb0ca907ec96a46a9ba1,log4j-2.13.3,logging.apache.org__log4j__2.x__manual__appenders.html.txt,92044,92114,"The default value is 1, which will prevent rolling over an empty file.",unclear-reference,"file must have to roll over. A size of zero will cause a roll over no matter
  what the file size is. The default value is 1, which will prevent rolling over an empty file.
  
  
 

  
  
 

  Google App Engine note:
  When running in Google App Engine, the OnStartup policy causes a rollover",null,"default ,1",concrete-value,null,null
637efb0ca907ec96a46a9ba2,log4j-2.13.3,logging.apache.org__log4j__2.x__manual__appenders.html.txt,93700,93723,The default value is 1.,unclear-reference,"rn with hours as the most specific item and and increment of 4 rollovers
  would occur every 4 hours.
  The default value is 1.
  
  
 

  modulate
  boolean
  Indicates whether the interval should be adjusted to cause the next rollover to o",null,"default ,1",concrete-value,null,null
637efb0ca907ec96a46a9ba3,log4j-2.13.3,logging.apache.org__log4j__2.x__manual__appenders.html.txt,94128,94175,"By default,
  this is 0 which indicates no delay.",unclear-reference,"etc.
  
  
 

  maxRandomDelay
  integer
  Indicates the maximum number of seconds to randomly delay a rollover. By default,
  this is 0 which indicates no delay. This setting is useful on servers where multiple
  applications are configured to rollover log files",null,"default ,0",concrete-value,null,null
637efb0ca907ec96a46a9ba4,log4j-2.13.3,logging.apache.org__log4j__2.x__manual__appenders.html.txt,94866,95045,"If
  the file pattern ends with "".gz"", "".zip"", "".bz2"", "".deflate"", "".pack200"", or "".xz"" the resulting archive
  will be compressed using the compression scheme that matches the suffix.",null,"r
  in the pattern the integer will be incremented until the result of the date/time pattern changes. If
  the file pattern ends with "".gz"", "".zip"", "".bz2"", "".deflate"", "".pack200"", or "".xz"" the resulting archive
  will be compressed using the compression scheme that matches the suffix. The formats bzip2, Deflate,
  Pack200 and XZ require Apache Commons Compress.
  In addition, XZ requir","If
  the file pattern ends with "".gz"", "".zip"", "".bz2"", "".deflate"", "".pack200"", or "".xz"" the resulting archive
  will be compressed using the compression scheme that matches the suffix.","file pattern extension, {"".gz"", "".zip"", "".bz2"", "".deflate"", "".pack200"", or "".xz""}",categorical-value,null,regex
63a0caaab194bde6b17a9b0b,guava-28.0,ServiceExplained.md.txt,1612,1639,service is not [`NEW`][NEW],well-written,null,"if a service is not [`NEW`][NEW] when the listener is added,
  then any state transitions that have already occurred will _not_ be replayed
  on the listener.","service, ['NEW'][NEW]",value-comparison,null,null
637efb0ca907ec96a46a9ba6,log4j-2.13.3,logging.apache.org__log4j__2.x__manual__appenders.html.txt,97841,97943,"If set to ""max"" (the default), files with a higher index will be newer than files with a
  smaller index.",span-multiple-sentences,"r of files.
  
  
 

  
  
 

  DefaultRolloverStrategy Parameters
  
  
 

  Parameter Name
  Type
  Description
  
  
 

  fileIndex
  String
  If set to ""max"" (the default), files with a higher index will be newer than files with a
  smaller index. If set to ""min"", file renaming and the counter will follow the Fixed Window strategy
  described abo",null,"fileIndex, max",concrete-value,null,null
637efb0ca907ec96a46a9ba7,log4j-2.13.3,logging.apache.org__log4j__2.x__manual__appenders.html.txt,97944,98045,"If set to ""min"", file renaming and the counter will follow the Fixed Window strategy
  described above.",span-multiple-sentences,"set to ""max"" (the default), files with a higher index will be newer than files with a
  smaller index. If set to ""min"", file renaming and the counter will follow the Fixed Window strategy
  described above.
  
  
 

  min
  integer
  The minimum value of the counter. The default value is 1.
  
  
 

  max
  integer
  The maximum va",null,"fileIndex, min",concrete-value,null,null
637efb0ca907ec96a46a9ba8,log4j-2.13.3,logging.apache.org__log4j__2.x__manual__appenders.html.txt,98094,98117,The default value is 1.,span-multiple-sentences,"ll follow the Fixed Window strategy
  described above.
  
  
 

  min
  integer
  The minimum value of the counter. The default value is 1.
  
  
 

  max
  integer
  The maximum value of the counter. Once this values is reached older archives will be
  d",null,"default min, 1",concrete-value,null,null
637efb0ca907ec96a46a9ba9,log4j-2.13.3,logging.apache.org__log4j__2.x__manual__appenders.html.txt,98248,98272,The default value is 7.,span-multiple-sentences,"of the counter. Once this values is reached older archives will be
  deleted on subsequent rollovers. The default value is 7.
  
  
 

  compressionLevel
  integer
  
  
 

  Sets the compression level, 0-9, where 0 = none, 1 = best speed, through",null,"default value, 7",concrete-value,null,null
637efb0ca907ec96a46a9baa,log4j-2.13.3,logging.apache.org__log4j__2.x__manual__appenders.html.txt,99482,99530,"If specified, the value must
  be greater than 1.",span-multiple-sentences,"eriod matching the file pattern. If the
  number of files is exceeded the oldest file will be deleted. If specified, the value must
  be greater than 1. If the value is less than zero or omitted then the number of files will
  not be limited.
  
  
 

  compressio",null,"value, 1",value-comparison,null,null
637efb0ca907ec96a46a9bab,log4j-2.13.3,logging.apache.org__log4j__2.x__manual__appenders.html.txt,99530,99618,"If the value is less than zero or omitted then the number of files will
  not be limited.",span-multiple-sentences,"f files is exceeded the oldest file will be deleted. If specified, the value must
  be greater than 1. If the value is less than zero or omitted then the number of files will
  not be limited.
  
  
 

  compressionLevel
  integer
  
  
 

  Sets the compression level, 0-9, where 0 = none, 1 = best speed, through",null,"value, 1",value-comparison,null,null
637efb0ca907ec96a46a9bac,log4j-2.13.3,logging.apache.org__log4j__2.x__manual__appenders.html.txt,104589,104662,"A value of
  Integer.MAX_VALUE indicates that all levels should be visited.",span-multiple-sentences,"at only the starting file (the base path itself) is visited,
  unless denied by the security manager. A value of
  Integer.MAX_VALUE indicates that all levels should be visited. The default is 1,
  meaning only the files in the specified base directory.
  
  
 

  followLinks
  boolean
  Whet",null,"maxDepth, Integer.MAX_VALUE",concrete-value,null,null
637efb0ca907ec96a46a9bad,log4j-2.13.3,logging.apache.org__log4j__2.x__manual__appenders.html.txt,104466,104588,". A value of 0
  means that only the starting file (the base path itself) is visited,
  unless denied by the security manager.",span-multiple-sentences,"art scanning for files to delete.
  
  
 

  maxDepth
  int
  The maximum number of levels of directories to visit. A value of 0
  means that only the starting file (the base path itself) is visited,
  unless denied by the security manager. A value of
  Integer.MAX_VALUE indicates that all levels should be visited. The default is 1,
  meaning",null,"maxDepth, 0",concrete-value,null,null
637efb0ca907ec96a46a9bae,log4j-2.13.3,logging.apache.org__log4j__2.x__manual__appenders.html.txt,104662,104736,"The default is 1,
  meaning only the files in the specified base directory.",span-multiple-sentences,"d by the security manager. A value of
  Integer.MAX_VALUE indicates that all levels should be visited. The default is 1,
  meaning only the files in the specified base directory.
  
  
 

  followLinks
  boolean
  Whether to follow symbolic links. Default is false.
  
  
 

  testMode
  boolean
  If true,",null,"default, 1",concrete-value,null,null
637efb0ca907ec96a46a9baf,log4j-2.13.3,logging.apache.org__log4j__2.x__manual__appenders.html.txt,104791,104809,Default is false.,span-multiple-sentences,"ly the files in the specified base directory.
  
  
 

  followLinks
  boolean
  Whether to follow symbolic links. Default is false.
  
  
 

  testMode
  boolean
  If true, files are not deleted but instead a message is printed to the status log",null,"followLinks, false",concrete-value,null,null
637efb0ca907ec96a46a9bb0,log4j-2.13.3,logging.apache.org__log4j__2.x__manual__appenders.html.txt,104828,104927,"If true, files are not deleted but instead a message is printed to the status logger at INFO level.",span-multiple-sentences,"rectory.
  
  
 

  followLinks
  boolean
  Whether to follow symbolic links. Default is false.
  
  
 

  testMode
  boolean
  If true, files are not deleted but instead a message is printed to the status logger at INFO level.
  Use this to do a dry run to test if the configuration works as expected. Default is false.
  
  
 

  pathSor",null,"testMode, true",binary-value,null,null
637efb0ca907ec96a46a9bb1,log4j-2.13.3,logging.apache.org__log4j__2.x__manual__appenders.html.txt,105001,105017,Default is false.,span-multiple-sentences,"atus logger at INFO level.
  Use this to do a dry run to test if the configuration works as expected. Default is false.
  
  
 

  pathSorter
  PathSorter
  A plugin implementing the
  PathSorter
  interface to sort the files before sel",null,"default, false",concrete-value,null,null
637efb0ca907ec96a46a9bb2,log4j-2.13.3,logging.apache.org__log4j__2.x__manual__appenders.html.txt,115447,115568,"A value of 0
  means that only the starting file (the base path itself) is visited,
  unless denied by the security manager.",span-multiple-sentences,"g for files to apply attributes.
  
  
 

  maxDepth
  int
  The maximum number of levels of directories to visit. A value of 0
  means that only the starting file (the base path itself) is visited,
  unless denied by the security manager. A value of
  Integer.MAX_VALUE indicates that all levels should be visited. The default is 1,
  meaning",null,"maxDepth, 0",concrete-value,null,null
637efb0ca907ec96a46a9bb3,log4j-2.13.3,logging.apache.org__log4j__2.x__manual__appenders.html.txt,115568,115641,"A value of
  Integer.MAX_VALUE indicates that all levels should be visited.",span-multiple-sentences,"hat only the starting file (the base path itself) is visited,
  unless denied by the security manager. A value of
  Integer.MAX_VALUE indicates that all levels should be visited. The default is 1,
  meaning only the files in the specified base directory.
  
  
 

  followLinks
  boolean
  Whe",null,"maxDepth, Integer.MAX_VALUE",concrete-value,null,null
637efb0ca907ec96a46a9bb4,log4j-2.13.3,logging.apache.org__log4j__2.x__manual__appenders.html.txt,115642,115716,"The default is 1,
  meaning only the files in the specified base directory.",unclear-reference,"d by the security manager. A value of
  Integer.MAX_VALUE indicates that all levels should be visited. The default is 1,
  meaning only the files in the specified base directory.
  
  
 

  followLinks
  boolean
  Whether to follow symbolic links. Default is false.
  
  
 

  pathConditions
  PathCondit",null,"default ,1",concrete-value,null,null
637efb0ca907ec96a46a9bb5,log4j-2.13.3,logging.apache.org__log4j__2.x__manual__appenders.html.txt,115772,115789,Default is false.,span-multiple-sentences,"y the files in the specified base directory.
  
  
 

  followLinks
  boolean
  Whether to follow symbolic links. Default is false.
  
  
 

  pathConditions
  PathCondition[]
  see DeletePathCondition
  
  
 

  filePermissions
  String
  
  
 

  File attribute per",null,"default, false",concrete-value,null,null
637efb0ca907ec96a46a9bb6,log4j-2.13.3,logging.apache.org__log4j__2.x__manual__appenders.html.txt,119354,119435,"When true - the default, records will be appended to the end
  of the file. W",unclear-reference,".
  
  
 

  
  
 

  RollingRandomAccessFileAppender Parameters
  
  
 

  Parameter Name
  Type
  Description
  
  
 

  append
  boolean
  When true - the default, records will be appended to the end
  of the file. When set to false,
  the file will be cleared before
  new records are written.
  
  
 

  
  
 

  fi",null,"default, true",binary-value,null,null
637efb0ca907ec96a46a9bb7,log4j-2.13.3,logging.apache.org__log4j__2.x__manual__appenders.html.txt,119435,119523,"When set to false,
  the file will be cleared before
  new records are written.",unclear-reference,"on
  
  
 

  append
  boolean
  When true - the default, records will be appended to the end
  of the file. When set to false,
  the file will be cleared before
  new records are written.
  
  
 

  
  
 

  filter
  Filter
  A Filter to determine if the event should be handled by this
  Appender",null,set to false,concrete-value,null,null
637efb0ca907ec96a46a9bb8,log4j-2.13.3,logging.apache.org__log4j__2.x__manual__appenders.html.txt,120553,120624,"When set to true - the default, each write will be followed by a flush.",unclear-reference,"uch as the
  DateLookup
  can be included in the pattern.
  
  
 

  
  
 

  immediateFlush
  boolean
  
  
 

  When set to true - the default, each write will be followed by a flush.
  This will guarantee the data is written
  to disk but could impac",null,set to true,concrete-value,null,null
637efb0ca907ec96a46a99d8,checkstyle-8.35,config_filters.html.txt,1543,1565,"acceptOnMatch
  is false,",well-written,"event if and only if there is
  a match between the event's severity level and property
  severity. If acceptOnMatch
  is false, then the filter
  accepts an audit event if and only if there is not a match
  between the event's sev","If acceptOnMatch
  is false, then the filter
  accepts an audit event if and only if there is not a match
  between the event's severity level and property severity.","acceptOnMatch
  , false",binary-value,NP_BE_BINARY_VALUE,null
637efb0ca907ec96a46a9bba,log4j-2.13.3,logging.apache.org__log4j__2.x__manual__appenders.html.txt,133825,133841,Defaults to 512.,span-multiple-sentences,".
  
  
 

  bufferSize
  integer
  The maximum number of log events to be buffered for inclusion in the message. Defaults to 512.
  
  
 

  layout
  Layout
  The Layout to use to format the LogEvent. If no layout is supplied HTML layout will",null,"bufferSize, 512",concrete-value,null,null
637efb0ca907ec96a46a98d1,jedit-5.6pre0,jedit5.5.0manual-a4.txt,65838,65863,an autosave file is found,well-written,"If an autosave file is found while a buffer is being loaded, jEdit will offer to recover the autosaved data.","If an autosave file is found while a buffer is being loaded, jEdit will offer to recover the autosaved data.","an autosave file, found",binary-value,NP_BE_BINARY_VALUE,null
637efb0ca907ec96a46a9bbc,log4j-2.13.3,logging.apache.org__log4j__2.x__manual__appenders.html.txt,134171,134189,Defaults to false.,span-multiple-sentences,"using a CompositeFilter.
  
  
 

  
  
 

  smtpDebug
  boolean
  When set to true enables session debugging on STDOUT. Defaults to false.
  
  
 

  smtpHost
  String
  The SMTP hostname to send to. This parameter is required.
  
  
 

  smtpPassword
  String
  The",null,"default, false",binary-value,null,null
637efb0ca907ec96a46a9bbd,log4j-2.13.3,logging.apache.org__log4j__2.x__manual__appenders.html.txt,134117,134169,When set to true enables session debugging on STDOUT.,span-multiple-sentences,"by this Appender. More than one Filter
  may be used by using a CompositeFilter.
  
  
 

  
  
 

  smtpDebug
  boolean
  When set to true enables session debugging on STDOUT. Defaults to false.
  
  
 

  smtpHost
  String
  The SMTP hostname to send to. This parameter is required.
  
  
 

  smt",null,"smtpDebug, true",binary-value,null,null
637efb0ca907ec96a46a9bbe,log4j-2.13.3,logging.apache.org__log4j__2.x__manual__appenders.html.txt,137706,137722,"""TCP"" (default),",span-multiple-sentences,"rt on the host that is listening for log events. This parameter must be specified.
  
  
 

  protocol
  String
  ""TCP"" (default), ""SSL"" or ""UDP"".
  
  
 

  SSL
  SslConfiguration
  Contains the configuration for the KeyStore and TrustStore. S","protocol
  String
  ""TCP"" (default), ""SSL"" or ""UDP"".","default protocol, ""TCP""",concrete-value,null,null
637efb0ca907ec96a46a9bbf,log4j-2.13.3,logging.apache.org__log4j__2.x__manual__appenders.html.txt,137723,137738,"""SSL"" or ""UDP"".",span-multiple-sentences,"at is listening for log events. This parameter must be specified.
  
  
 

  protocol
  String
  ""TCP"" (default), ""SSL"" or ""UDP"".
  
  
 

  SSL
  SslConfiguration
  Contains the configuration for the KeyStore and TrustStore. See SSL.
  
  
 

  filter",null,"protocol, {""SSL"" or ""UDP"".}",categorical-value,null,null
637efb0ca907ec96a46a9bc0,log4j-2.13.3,logging.apache.org__log4j__2.x__manual__appenders.html.txt,138512,138561,"When bufferedIO is true, this is the buffer size,",unclear-reference,"t when the buffer is full or, if immediateFlush is set, when the record is written.
  
  
 

  bufferSize
  int
  When bufferedIO is true, this is the buffer size, the default is 8192 bytes.
  
  
 

  layout
  Layout
  The Layout to use to format the LogEvent. Required, there","bufferSize
  int
  When bufferedIO is true, this is the buffer size, the default is 8192 bytes.","bufferedIO, true",binary-value,null,null
637efb0ca907ec96a46a9bc1,log4j-2.13.3,logging.apache.org__log4j__2.x__manual__appenders.html.txt,138562,138588,the default is 8192 bytes.,span-multiple-sentences,"set, when the record is written.
  
  
 

  bufferSize
  int
  When bufferedIO is true, this is the buffer size, the default is 8192 bytes.
  
  
 

  layout
  Layout
  The Layout to use to format the LogEvent. Required, there is no default.
  New since 2",null,"bufferSize default, 8192 bytes",concrete-value,null,null
637efb0ca907ec96a46a9bc2,log4j-2.13.3,logging.apache.org__log4j__2.x__manual__appenders.html.txt,141131,141148,Defaults to false.,span-multiple-sentences,"hould be trusted.
  
  
 

  verifyHostName
  boolean
  Toggles whether or not to perform host name verification. Defaults to false.
  
  
 

  KeyStore
  
  
 

  The keystore is meant to contain your private keys and certificates,
  and determines whi",null,"default, false",binary-value,null,null
637efb0ca907ec96a46a9bc3,log4j-2.13.3,logging.apache.org__log4j__2.x__manual__appenders.html.txt,142070,142092,The default is SunX509.,span-multiple-sentences,". See also Standard types.
  
  
 

  keyManagerFactoryAlgorithm
  String
  Optional KeyManagerFactory algorithm. The default is SunX509.
  See also Standard algorithms.
  
  
 

  TrustStore
  
  
 

  The trust store is meant to contain the CA certificates",null,"default trustManagerFactoryAlgorithm, SunX509",concrete-value,null,null
637efb0ca907ec96a46a9bc4,log4j-2.13.3,logging.apache.org__log4j__2.x__manual__appenders.html.txt,143288,143311,The default is SunX509.,span-multiple-sentences,"e also Standard types.
  
  
 

  trustManagerFactoryAlgorithm
  String
  Optional TrustManagerFactory algorithm. The default is SunX509.
  See also Standard algorithms.
  
  
 

  Example
  
  
 

  ...
  <SSL>
  <KeyStore location=""log4j2-keystore.jks"" passwo",null,"default trustManagerFactoryAlgorithm, SunX509",concrete-value,null,null
637efb0ca907ec96a46a9bc5,log4j-2.13.3,logging.apache.org__log4j__2.x__manual__appenders.html.txt,144286,144302,The default is 0,span-multiple-sentences,"ult system Charset will be used.
  
  
 

  connectTimeoutMillis
  integer
  The connect timeout in milliseconds. The default is 0 (infinite timeout, like Socket.connect()
  methods).
  
  
 

  enterpriseNumber
  integer
  The IANA enterprise nu","The default is 0 (infinite timeout, like Socket.connect()
  methods).","default connectTimeoutMillis, 0",concrete-value,null,null
637efb0ca907ec96a46a9a36,jabref-5.0,en__advanced__commandline.md,4310,4458,an export option is also specified,well-written,"iven import filter will be used.
  
  
 

  Use the `-h` option to get the list of available import formats.
  
  
 

  If an export option is also specified, the import will always be processed first, and the imported or loaded file will be used by the export filter. If the GUI is not suppressed \(using the `-n` option\), any imported or loaded file will show up in","If an export option is also specified, the import will always be processed first, and the imported or loaded file will be used by the export filter.","export option, specified",binary-value,NP_BE_BINARY_VALUE,null
637efb0ca907ec96a46a9bc7,log4j-2.13.3,logging.apache.org__log4j__2.x__manual__appenders.html.txt,144990,145065,"If set to ""RFC5424"" the data will be formatted in accordance with RFC 5424.",span-multiple-sentences,"CAL6"", or ""LOCAL7"". These values may be specified as upper or lower case characters.
  
  
 

  format
  String
  If set to ""RFC5424"" the data will be formatted in accordance with RFC 5424. Otherwise, it will
  be formatted as a BSD Syslog record. Note that although BSD Syslog records are r",null,"format, ""RFC5424""",concrete-value,null,null
637efb0ca907ec96a46a9bc8,log4j-2.13.3,logging.apache.org__log4j__2.x__manual__appenders.html.txt,146012,146132,"When set to true, log events will not wait to try to reconnect and will fail immediately if the
  socket is not available.",unclear-reference,"ou must set this to false when wrapping this Appender in a
  FailoverAppender.
  
  
 

  immediateFail
  boolean
  When set to true, log events will not wait to try to reconnect and will fail immediately if the
  socket is not available.
  
  
 

  immediateFlush
  boolean
  When set to true - the default, each write will be followed by a flush.
  Thi",null,set to true,concrete-value,null,null
637efb0ca907ec96a46a9bc9,log4j-2.13.3,logging.apache.org__log4j__2.x__manual__appenders.html.txt,146157,146227,"When set to true - the default, each write will be followed by a flush.",span-multiple-sentences,"try to reconnect and will fail immediately if the
  socket is not available.
  
  
 

  immediateFlush
  boolean
  When set to true - the default, each write will be followed by a flush.
  This will guarantee the data is written
  to disk but could impact performance.
  
  
 

  includeMDC
  boolean",null,"immediateFlush, true",binary-value,null,null
637efb0ca907ec96a46a9bca,log4j-2.13.3,logging.apache.org__log4j__2.x__manual__appenders.html.txt,148048,148115,"If true, a newline will be appended to the end of the syslog record.",span-multiple-sentences,"he MSGID field of RFC 5424 syslog records. 
  
  
 

  name
  String
  The name of the Appender.
  
  
 

  newLine
  boolean
  If true, a newline will be appended to the end of the syslog record. The default is false.
  
  
 

  port
  integer
  The port on the host that is listening for log events. This pa",null,"newLine, true",binary-value,null,null
637efb0ca907ec96a46a9bcb,log4j-2.13.3,logging.apache.org__log4j__2.x__manual__appenders.html.txt,148117,148138,The default is false.,span-multiple-sentences,"the Appender.
  
  
 

  newLine
  boolean
  If true, a newline will be appended to the end of the syslog record. The default is false.
  
  
 

  port
  integer
  The port on the host that is listening for log events. This parameter must be specifi",null,"default newline, false",binary-value,null,null
637efb0ca907ec96a46a9bcc,log4j-2.13.3,logging.apache.org__log4j__2.x__manual__appenders.html.txt,148259,148274,"""TCP"" or ""UDP"".",span-multiple-sentences,"rt on the host that is listening for log events. This parameter must be specified.
  
  
 

  protocol
  String
  ""TCP"" or ""UDP"". This parameter is required.
  
  
 

  SSL
  SslConfiguration
  Contains the configuration for the KeyStore and T",null,"protocol, {""TCP"" or ""UDP""}",categorical-value,null,null
637efb0ca907ec96a46a9bcd,log4j-2.13.3,logging.apache.org__log4j__2.x__manual__appenders.html.txt,151092,151141,"If true, exceptions will be logged and suppressed.",span-multiple-sentences,"er.
  
  
 

  Properties
  Property[]
  One or more Property elements, named endpoint.
  
  
 

  ignoreExceptions
  boolean
  If true, exceptions will be logged and suppressed. If false errors will be logged and then passed to the application.
  
  
 

  affinity
  long
  The ZMQ_AFFINITY",null,"ignoreException, true",binary-value,null,null
637efb0ca907ec96a46a9bce,log4j-2.13.3,logging.apache.org__log4j__2.x__manual__appenders.html.txt,151142,151208,If false errors will be logged and then passed to the application.,span-multiple-sentences,"ements, named endpoint.
  
  
 

  ignoreExceptions
  boolean
  If true, exceptions will be logged and suppressed. If false errors will be logged and then passed to the application.
  
  
 

  affinity
  long
  The ZMQ_AFFINITY option. Defaults to 0.
  
  
 

  backlog
  long
  The ZMQ_BACKLOG option. Defau",null,"ignoreException, false",binary-value,null,null
637efb0ca907ec96a46a9bcf,log4j-2.13.3,logging.apache.org__log4j__2.x__manual__appenders.html.txt,151250,151264,Defaults to 0.,span-multiple-sentences,"e errors will be logged and then passed to the application.
  
  
 

  affinity
  long
  The ZMQ_AFFINITY option. Defaults to 0.
  
  
 

  backlog
  long
  The ZMQ_BACKLOG option. Defaults to 100.
  
  
 

  delayAttachOnConnect
  boolean
  The ZMQ_DELAY_",null,"default ZMQ_AFFINITY, 0",concrete-value,null,null
